a,b,y
"Although it is a common species , it is not widespread European . It is notably found in Lithuania .","Although it is a common European species , it is not widespread ; it is mainly found in Lithuania .",0
"Although it was never played in the series , elements of the gameplay for the Powerball , Whiplash and Earthquake events have been used .","Although it was never used in the series , elements of the gameplay were played for the Powerball , Whiplash and Earthquake events .",0
"Big Creek is a tributary of the San Joaquin River in the Sierra National Forest , within the Sierra Nevada , central California .","Big Creek is a tributary of the San Joaquin River in the Sierra National Forest , within the Sierra Nevada , Central and California .",1
"Two bridges cross the river to Pental Island , to the west on Fish Point Road and to the east at Swan Hill at the Fish Point .","Two bridges cross the river to Pental Island , on Swan Hill in the west , and Fish Point Road in the Fish Point to the east .",0
"Scenic design was by Allen Moyer , lighting by David Van Tieghem , costumes by Michael Krass and the original music and sound design by David Lander .","Scenic design was done by Allen Moyer , lighting by David Van Tieghem , costumes by Michael Krass and the original music and sound design of David Lander .",1
"Ijagiri is a village in the Bhopal district of Madhya Pradesh , India . It is located in the Berasia tehsil .","Ijagiri is a village in the Bhopal district of Madhya Pradesh , India It is in Berasia tehsil .",1
"Note : The votes were cast on January 20 , but both Houses met in a joint session on January 21 to declare nominations , and compare the result .","Note : the votes were cast on 20 January , but both chambers met on 21 January in a joint meeting to declare nominations and to compare the result .",1
"The constituency was like its neighbour , Dunfermline East , one of the safest seats in Scotland for Labour .","Like its neighbour , Dunfermline East , the constituency was one of Labour 's safest seats in Scotland .",1
"Sonia tries to build bridges with Sonia , but an argument ends with Pauline Pauline beating .",Sonia tries to build bridges with Pauline but an argument ends with Sonia slapping Pauline .,0
Dielectric elastomers ( DEs ) are large material systems that produce smart strains .,Dielectric elastomers ( DEs ) are large material systems that produce smart deformations .,1
"It located in Tattapani ( Himachal Pradesh ) , at the altitude of 650mts , perfect temperature for the healing treatments .","It is located in Himachal Pradesh ( Tattapani ) , at an altitude of 650mts , the perfect temperature for the treatments .",1
"On 10 November 2015 , ATP editor Josh Meiseles confirmed the official list of 8 players on the ATP World Tour final website .","On November 10 , 2015 , ATP editor Josh Meiseles confirmed the final 8-player list on the official ATP World Tour website .",0
"The mesoscopic weighting function at wavelength formula _ 1 can be written as the weighted sum ,",The mesoscopic weighting function at the wavelength formula 1 can be written as the weighted sum ;,1
"Germar Rudolf , also known as Germar Scheerer , born 29 October 1964 , is a German chemist and a convicted Holocaust denier .","Germar Scheerer , also known as Germar Rudolf , born on 29 October 1964 , is a German chemist and convicted Holocaust denier .",1
It was accepted that the aboriginal name of the zone was simply `` Güímar '' as the whole menceyato .,"It was accepted that the Aborigine - name of the zone was simply `` Güímar '' , as the whole Menceyato .",1
"He and his family moved from Wyoming to Colorado to Oregon until he was about 5 years old , when they settled in Silver Spring , Maryland .","He and his family moved from Colorado to Wyoming to Oregon until he was about 5 years old when she settled in Silver Spring , Maryland .",0
"More recently , the band Extra Life has combined aspects of modern music with the early genre of math rock .","More recently , the band has combined Extra Life aspects of modern music with the early genre of math - rocks .",1
"In 1960 , Glenville also staged Barbara Bel Geddes and Henry Fonda at Broadway in `` Silent Night , lonely night '' by Robert Anderson .","In 1960 , Glenville directed also Robert Anderson on Broadway in `` Silent Night , lone night '' by Barbara Bel Geddes and Henry Fonda .",0
The system moved on October 16 at 0600 UTC to the west and passed north of Guam near Saipan .,The system moved westward and passed on 16 October at 0600 UTC north of Saipan near Guam .,0
The Valea Mică River is a tributary of the Valea Arsurii River in Romania .,The river Valea Mică is a tributary of the Valea Arsurii River in Romania .,1
"Born in 1794 in Alpheton in Suffolk , Thomas Clark joined William Debenham in a partnership to manage a draper 's store at 44 Wigmore Street in London .","William Debenham , born in 1794 in Alpheton , Suffolk , joined Thomas Clark in a partnership to run a draper 's store at Wigmore Street 44 in London .",0
"Mount Cobb is a mountain on Vancouver Island , British Columbia , Canada , located east of Gold River and southwest from Mount Filberg .","Mount Cobb is a mountain on Vancouver Island , British Columbia , Canada , located east of Gold River and southwest of Mount Filberg .",1
Arthur decides not to tell Dick of his purchase .,Arthur decides to not tell Dick of his purchase .,1
In Japan it was first given on and the name was discovered .,In Japan it was first given up and the name was discovered .,1
This change in name meant that the Nazi party would be `` placed '' under the NSRL .,This change of name meant that the NSRL would be placed under the Nazi party `` .,0
Midlake opened in Portland and Mudhoney opened for all the shows from Seattle to Dallas and Oklahoma City .,Midlake opened in Dallas and Oklahoma City and Mudhoney opened for all shows from Portland to Seattle .,0
"It aims to appeal to those who love wood and varnish , or the look and feel of well-built and well-drawn boats .","It aims to appeal to those who love wood and varnish , or the appearance and feel of well-built and well-drawn boats .",1
This was also the fifth series since the first including a railway consultant in the role as part of the production team with Sam Wilkinson .,"This also marked the first series since the fifth to include a railway consultant as part of the production team , with Sam Wilkinson in the role .",0
The individual Japanese DVD releases for the first series had also special limited editions .,The first DVD releases for individual Japanese series also had special limited editions .,0
"The single was released in three versions : a limited edition , a regular edition , and a Star Driver edition .","The single was released in three versions : a limited edition , a regular output , and a Star Driver edition .",1
"Edward Biddle was the brother of American financier Nicholas Biddle , nephew of Congressman Charles John Biddle and uncle of Congressman Richard Biddle .","Richard Biddle was the brother of the American financier Nicholas Biddle , nephew of Congressman Edward Biddle , and Congressman Charles Biddle 's uncle .",0
"Delaware County is a city in and the county seat of Delaware , Ohio , United States .","Delaware County is a city in and the county town of Delaware , Ohio , United States .",1
The verb system is very intricate with the following tenses : present ; subjunctive ; simple past ; past progressive ; present perfect ; and past perfect .,"The verb system is very complicated with the following times : past , present , past perfect , present progressive , simple perfect and subjunctive past .",0
"George Wilson was born on June 24 , 1766 in Newcastle , Robert Wilson , a shipbuilder and Mary Finlay .","Robert Wilson was born on 24 June 1766 to George Wilson , a shipbuilder , and Mary Finlay in Newcastle .",0
"His musical partner Scott Boyer said , `` No one could write a more beautiful ballad than Talton .",His musical partner Scott Boyer said : `` No one can write a more beautiful ballad than Talton .,1
The county seat for DeWitt Township was also located in Clinton County from the inception of the County .,The county seat for DeWitt Township was also in Clinton County from the founding of the county .,1
Chris Anderson took over from Wayne Bennett as coach of the team in March 1999 .,Chris Anderson took over the succession of Wayne Bennett as a team coach in March 1999 .,1
"The Chapel was also dedicated to the Saints John , the Baptist and Christina , Blessed James , all protectors of the House of Visconti .","The chapel was also consecrated to Saint John the Baptist and James , Blessed Christina , all the protectors of the House of Visconti .",0
"In 1938 , after Anfuso was appointed Minister of Foreign Affairs , Ciano became Ministry head of staff .","In 1938 , after Ciano was appointed Minister of Foreign Affairs , Anfuso became Head of Ministry of Staff .",0
"The casting includes Cecile Andrews as host and Wanda Urbanska , author of `` Circle of Simplicity '' .","The cast includes Wanda Urbanska as the host and Cecile Andrews , author of `` Circle of Simplicity '' .",0
"The flag of Western Province , was adopted for the Western Province of Sri Lanka in 1987 .",Sri Lanka 's flag was adopted in 1987 for the Western Province of Western Province .,0
"The construction of the new stadium was held for 4 years and was inaugurated on August 21 , 1974 .",Construction of the new stadium were held for 4 years and on 21 August 1974 was inaugurated .,1
"He also met William Withey Gull , who led the Cholera Committee with William Baly .","He also met William Baly , who led the Cholera Committee with William Withey Gull .",0
"Meanwhile , the official language ( for the same view ) in Portugal remained fully reintegrationist , and was carried by Portuguese explorers , soldiers , and colonists around the world .","Meanwhile , the same language ( for the reintegrationist view ) remained fully official in Portugal and was carried across the world by Portuguese explorers , soldiers and colonists .",0
Ashe was spoken in Japanese by Mie Sonozaki in English and by Kari Wahlgren .,Ashe was voiced by Kari Wahlgren in English and by Mie Sonozaki in Japanese .,0
It was composed by Sakamoto and written by Swedish singer-songwriter Frida Sundemo .,It was composed by Sakamoto and written by Swedish singer Frida Sundemo .,1
"After completing his university education at Cardiff University and in Harrogate , North Yorkshire , he worked in Rouen , France from 1996 to 1999 .","After completing his university education at Cardiff University and Rouen , France , he was based in Harrogate , North Yorkshire , from 1996 to 1999 .",0
"Rich was initially unimpressed , but Owens liked it , and they recorded it with the Buckaroos on February 12 , 1963 .","Initially , Owens was unimpressed , but Rich liked it , and they took it up on February 12 , 1963 with the Buckaroos .",0
"Lake Junaluska is named after nearby Mount Junaluska ( now North Eaglenest Mountain ) , which in turn was named after Chief Junaluska , a Cherokee leader .","Lake Junaluska is named after the nearby Mount Junaluska ( now North Eaglenest Mountain ) , which was in turn named after Chief Junaluska , a Cherokee guidebook .",0
"The war began in 1341 , but the English continued the Montforts even after the peace of Bretigny .","The war began in 1341 , but the English continued backing the Montforts even after the Peace of Brétigny .",0
"Beth writes to an author of several lesbian books she has read , Nina Spicer , in New York City , who writes her back .","Nina Spicer writes to an author of several lesbian books she has been reading , Beth in New York City , who writes her back .",0
"A brunch forum with presidential candidates sponsored by Chris Wallace , originally intended to be housed by the New Hampshire Republican Party , was planned to be broadcast on Fox News .","A brunch forum by Chris Wallace with presidential candidates , originally sponsored by the New Hampshire Republican Party , was planned to be broadcast at Fox News .",0
"She died in 1954 in Winnetka , memorial services were held at the Institute for Youth Research in Chicago .",She died in Chicago in 1954 ; memorial services were held at the Institute for Juvenile Research in Winnetka .,0
"Billingsgate Island , also sometimes known as Bellingsgate Island , was an island off Cape Cod in Massachusetts in the United States .","Billingsgate Island , also known as Bellingsgate Island , was an island off Cape Cod in Massachusetts in the United States .",1
"Drew Springer , Jr. , a businessman from Münster in Young County , has represented Cooke County in Texas House of Representatives since January 2013 .","Since January 2013 , Drew Springer , Jr. , a businessman from Münster in Cooke County , has represented Young County in the Texas House of Representatives .",0
"In white wines , a lower pH ( higher acidity ) causes the phenolic resins to darken in the wine and eventually polymerize as brown deposits .","In white wines , a higher pH ( lower acidity ) causes the phenolic resins to darken in the wine and eventually polymerize as brown deposits .",0
On 22 September 1904 he joined Bishop Charles and returned to Béni Abbès on 24 January 1905 .,On 22 September 1904 he joined Bishop Guerin and returned on 24 January 1905 to Béni Abbès .,0
Mitch Clarke opposed Iaquinta on 24 May 2014 at UFC 173 .,"Mitch Clarke faced Iaquinta at UFC 173 on May 24 , 2014 .",1
"He was also suspected of having linked to death a Russian dancer , Anya Sosoyeva , as well as attacking the young actress Delia Bogard , who survived .","He was also suspected of having bludgeoned to death a young dancer , Anya Sosoyeva , as well as having assaulted the Russian actress Delia Bogard , who survived .",0
"In 1938 Germany , under pressure from Japan , ended its support for China and Falkenhausen was forced to withdraw from China .","Germany ended its support for China in 1938 , under pressure from Japan , and Falkenhausen had to withdraw from China .",1
"For 1934 , the body was redesignated and redesigned again as 452D and 452E in 1935 .","For 1934 , the body was redesigned again and denoted as 452D , and as 452E in 1935 .",0
The adrenal arteries are arteries in the human abdomen that supply blood to the adrenal glands .,The adrenal arteries are the arteries in the human abdomen that supply blood to the adrenal arteries .,1
One of these was physically disabled and cognitively impaired .,One of these two was seriously cognitively impaired and physically disabled .,0
"There are no stops in West Bridgewater , but there are stops in Bridgewater and the Campello section of Brockton .","There are no stops in Bridgewater , but there are bus stops in West Bridgewater and the Campello section of Brockton .",0
It was released on his album `` From Elvis in Memphis '' and was recorded on 18 February 1969 at the American Sound Studio in Memphis .,"It was recorded on his album `` From Elvis in Memphis '' and was released in American Sound Studio in Memphis on February 18 , 1969 .",0
The brother of Carlow - Footballer Patrick Walsh is the Tommy .,Patrick Walsh is the brother of Carlow 's footballer Tommy .,0
Crowfoot is a federal electoral district in Battle River .,Battle River -- Crowfoot is a federal electoral district in Alberta .,0
"Robbie Robertson , who learned the technique of Buchanan , used the technique , as did Leslie West .","Buchanan , who learned the technique from Robbie Robertson , used the technique , as did Leslie West .",0
"In 1963 , the American Chiropractic Association was reorganized into the National Chiropractic Association ( ACA ) .","In 1963 , the National Chiropractic Association reorganized into the American Chiropractic Association ( ACA ) .",0
Wilfred France Senior died at Franceville in 1934 and Wilfred Jr. ( Billy ) in 1936 .,Wilfred France Senior died in 1934 in Franceville and in 1936 Wilfred Jr. ( Billy ) .,1
"This relatively large island is part of a small group formed by Kiatak , Herbert Island and Hakluyt Island .","This relatively large island is part of a small group comprising Kiatak , Herbert Island and Hakluyt Island .",1
"The Astors settled in North America , first appearing in Germany in the 18th century with John Jacob Astor , one of the richest people in history .","The astors settled in North America , appearing for the first time in the 18th century in Germany with John Jacob Astor , one of the richest people in history .",1
"As of September 2015 , Goodyear is again president of the `` Goodyear Capital Corporation '' and the `` Goodyear Investment Company '' .","As of September 2015 , Goodyear is again the president of `` Goodyear Capital Corporation '' and `` Goodyear Investment Company . ''",1
"It is located to the north of Blountstown and east of Altha on the west bank of the Apalachicola River ,",It is located north of Altha and east of Blountstown on the west bank of the river Apalachicola .,0
"Andreas Seppi defeated Potito Starace 7 -- 6 ( 4 ) , 2 -- 6 , 6 -- 4 in the final .","In the finals Andreas Andreas defeated Seppi Potito Starace 7 -- 6 ( 4 ) , 2 -- 6 , 6 -- 4 .",0
"The company also sold storage and safety accessories like hard soft luggage , vinyl sides and helmets .","The company also sold storage and safety accessories , like hard sided luggage , vinyl soft cases , and helmets .",0
"Nool Veli ( Fence of Yarn ) is a 1979 Tamil film playing with Saritha , Sujatha and Sarath Babu .","Nool Veli ( Fence of Yarn ) is a 1979 Tamil film starring Saritha , Sujatha and Sarath Babu .",1
"The verb system is very complicated with the following times : past , present , past perfect , present progressive , simple perfect and subjunctive past .",The verb system is very intricate with the following tenses : past ; present ; past perfect ; present progressive ; simple perfect ; and subjunctive past .,1
He appeared as Archie Mullen in the 1996 disaster film `` Daylight '' and as George Tyrell in the film `` Freedom Song '' ( 2000 ) .,He appeared as archie mullen in the disaster film `` Daylight '' 1996 and as George Tyrell in the film `` Freedom Song '' ( 2000 ) .,1
Yauli is one of nineteen districts in the Province of Huancavelica in Peru .,Yauli District is one of nineteen districts in the Peruvian province of Huancavelica .,0
The election of Lincoln in 1860 opened a new era of republican dominance in the agricultural north and the industrial Midwest .,The election of Lincoln in 1860 opened a new era of Republican dominance based in the agricultural North and industrial Midwest .,1
Liverpool Township is between 20 and 30 miles south of Lake Erie and approximately five miles west of Interstate 71 .,Liverpool Township is located between 20 and 30 miles south of Lake Erie and about five miles west of Interstate 71 .,1
"Construction of the new stadium was held for 4 years and on 21 August , 1974 were inaugurated .","The construction of the new stadium was held for 4 years and was inaugurated on August 21 , 1974 .",1
"This article incorporates information translated from the article ( `` Usuki-shi '' ) in the Japanese Wikipedia , retrieved before September 28 , 2011 .","This article contains information from the article ( `` Usuki-shi '' ) in the Japanese Wikipedia , translated before 28 September 2011 .",0
"His first wife was Alice Silverthorne of the USA , whom he met in Paris in May 1921 and married in Chicago in September of the same year .","His first wife was Alice Silverthorne of the U.S. , whom he met in Paris in May 1921 and married in Chicago in September of that year .",1
He died in Lyon on 23 July 1963 and was buried at the cemetery of la Chartreuse in Bordeaux .,He died in Bordeaux on 23 July 1963 and was buried at the Chartreuse cemetery in Lyon .,0
"Since 2002 , Scotland A has participated in the Amateur Four Nations competition and travelled to Serbia , the Netherlands and Italy .","Since 2002 , Scotland A has participated in the Amateur Four Nations competition and visited Italy , the Netherlands and Serbia .",1
"Pajumaa is a village in Lääneranna Parish , Pärnu County , in western Estonia .","Pajumaa is a village in Lääneranna , Estonia , in western Pärnu County .",0
In modern times it is mainly a recreational sport and sporting activity .,"In modern times , it is mainly a recreational sport and competitive activity .",1
"The text of the Kanuni , often contested and with many different interpretations which only evolved since 15th century , was significantly named after Dukagjini .","The Kanuni text , often controversial and with many different interpretations , which have evolved significantly since the 15th century , was named only after Dukagjini .",0
"`` Thomas Joseph Mboya was a very good friend and confidante of Eric '' , words of 3rd Kenyan President Mwai Kibaki during the funeral of Khazakhala .","`` Eric was a very good friend and confidante of Thomas Joseph Mboya '' , words of the 3rd Kenyan president , Mwai Kibaki , during Khasakhala 's funeral .",0
"He won three all-Ireland medals for Dublin in 1977 , 1976 , 1974 .","He won three all-Ireland medals for Dublin in 1977 , 1976 and 1974 .",1
"She was the nineteenth out of twenty-three of her father 's children , and the last of her mother 's children .",She was the nineteenth out of twenty-three children of her father and her mother 's last children .,1
The 1916 Middle Tennessee State University football team presented the Middle Tennessee Blue Raiders during the College - Football - Season 1916 . The Blue Raiders Team captain was Cass Miles .,The 1916 Middle Tennessee Blue Raiders football team represented the Middle Tennessee State University during the 1916 college football season . The Blue Raiders team captain was Cass Miles .,0
"Thomas Johansson won against Renzo Furlan in the finals with 6 -- 3 , 6 -- 4 .","Thomas Johansson won in the final 6 -- 3 , 6 -- 4 against Renzo Furlan .",1
The finals of the Continental Hockey League ( KHL ) Conference are the Eastern Conference and Western Conference Championship series of the KHL .,The KHL ( KHL ) Conference Finals are the Eastern Conference and Western Conference Championship series of the Kontinental Hockey League .,1
"In 1912 , Vickers had left Pratt to work for J. Samuel White in Cowes .",Pratt had left Vickers in 1912 to work for J. Samuel White at Cowes .,0
"Two of these hostels are located in Delhi , each in Pune and Pimpri , near Mumbai .","Two of these four hostels are located in Mumbai , each in Delhi and Pimpri , near Pune .",0
Deutsche Bahn opened a new underground tunnel to the new railway station Filderstadt on 29 September 2001 .,"On 29 September , 2001 , Deutsche Bahn opened a new underground tunnel to the new Filderstadt station .",1
"Camm decided that both engines would be used : the Tempest Mk 5 was equipped with the Napier Sabre , while Tempest Mk 2 had the Bristol Centaurus .","Camm decided that both engines would be used : Tempest Mk 5 had fitted with the Napier Sabre , while the Tempest Mk 2 was the Bristol Centaurus .",0
"William was deposed in 1776 by the revolutionary government of Perth Amboy and arrested in his home in New Jersey , Proprietary House , and imprisoned for a time .","Deposed in 1776 by the revolutionary government of Perth Amboy , William was arrested at his home in New Jersey , at the Proprietary House and imprisoned for a time .",1
Uwe Kröger performed Belle and Marc G. Dalio played the Beast and Leah Delos Santos played Gaston .,Leah Delos Santos played Belle and Uwe Kröger played the Beast and Marc G. Dalio played Gaston .,0
Tables of vibrational transitions of stable and transient molecules are also available .,Tables of stable and transient transitions of vibration molecules are also available .,0
"The vaults are Mesopotamian in design , and decorative elements appear in the Coptic and Byzantine carving .",The vaults are mesopotamian in design and decorative elements appear in the Coptic and Byzantine carvings .,1
"Isaac was `` an hundred years old '' , when his son whom he named Abraham was born , and he circumcised him when he was eight days old .","Abraham was '' hundred years old , when his son was born , whom he called Isaac , and he circumcised him when he was eight days old .",0
"When , in 1818 , Ortona was joined to Lanciano , Campli was assigned to the diocese of Teramo .","When Ortona was connected to Lanciano in 1818 , Campli was assigned to the Diocese of Teramo .",1
The Hlynur is by its nature harmless but defensive .,"The Hlynur is defensive by nature , but harmless. ``",0
She was the first feminist painter and the first female professional writer in Korea .,She was the first feminist artist and the first female professional writer in Korea .,1
"The five candidates elected were Bahrain , Brazil , Gabon , Gambia , and Slovenia .","The five elected candidates became Slovenia , Brazil , Gabon , Gambia and Bahrain .",1
His current research explores the impact of Islamic ideas and stories on Jewish sources .,His current research explores the influence of Jewish ideas and stories on Islamic sources .,0
The lyrics were later written by Taupin and John first composed the music .,The texts were written by Taupin first and John later composed the music .,0
"There are essentially four types of databases : curated databases , predictive databases , literature databases and inclusive databases","There are essentially four types of databases : curated databases , integrative databases , literary databases and predictive databases .",0
"According to the United States Census Bureau , Masontown has a total area of , of which is land and , or 2.10 % , is water .","According to the United States Census Bureau , Masontown is a total area of which is land and 2.10 % water .",1
"Born in Quebec City , Quebec , son of Garon Pratte and G. Rivard , cousin of Claude Pratte , son of Gaston Pratte and Jeannette Verge .","Born in Quebec City , Quebec , son of Garon Pratte and G. Rivard . Cousin of Claude Pratte who is son of Gaston Pratte and Jeannette Verge .",1
"McLoughlin applied the laws to British subjects , kept the peace with the natives and maintained friendly relations with American merchants and later colonists .","McLoughlin applied the law to British subjects , kept the peace with the natives and maintained friendly relations with American merchants and later colonists .",1
"With Kato defeated , Hirai escapes with Yukari .","Defeated with Hirai , Kato escapes with Yukari .",0
Davey refers to Collins in his `` Hells Gates '' book .,Collins refers in his book `` Hells Gates '' to Davey .,0
"Zhu Ci continued to serve under Zhu Xicai , and it was said that because they shared the same surname , Zhu Xicai very trusted him .","Zhu Xicai continued to serve under Zhu Xicai , and it was said that because they shared the same surname , Zhu Ci trusted him greatly .",0
"Wesley Enoch , the eldest son of Doug and Lyn Enoch from Brisbane , grew up in Stradbroke Island and is the brother of the Minister of Queensland , Leeanne Enoch .","The eldest son of Doug and Lyn Enoch from Stradbroke Island , Wesley Enoch grew up in Brisbane . He is the brother of Queensland government minister Leeanne Enoch .",0
"It was published by ( Spreng . ) K.Schum , and described in `` Flora Brasiliensis 6 ( 6 ) : 128 '' , in 1888 .",It was published by ( Spreng . ) K. Schum and described in 1888 in `` Flora Brasiliensis 6 ( 6 ) : 128 '' .,1
The Hebrew Union College -Jewish Institute of Religion also manages the Skirball Cultural Center in Los Angeles and the Skirball Museum in Jerusalem .,The Hebrew Union College-Jewish Institute of Religion also manages the Skirball Cultural Center in Jerusalem and Skirball Museum in Los Angeles .,0
"They came to Russia from Poland in the eighteenth century , and their language includes Russian , German and Polish words .","They came to Russia in the 18th century from Poland , and their language includes Russian , German , and Polish words .",1
"`` Holocaust '' , created in Lincoln Park in November 1984 , was dedicated by sculptor George Segal .","`` Holocaust '' , inaugurated in Lincoln Park in November 1984 , was created by the sculptor George Segal .",0
"The Australian state election of 1945 was held on Saturday , November 10 , 1945 , in the Victorian state of Victoria to elect 65 members of the state ’ s legislative assembly .","The Victorian state election in 1945 was held on November 10 , 1945 , in the Australian state of Victoria to elect 65 members of the state legislative assembly .",0
"The incumbent democrat , David Walters , won re-election to Republican Jim Inhofe , the former governor , for a second term .","Incumbent Republican Jim Inhofe won re-election to a second term over Democrat David Walters , the former Governor .",0
The 2016 North Carolina Central University football team represented North Carolina Central Eagles in the 2016 NCAA Division I FCS football season .,The 2016 North Carolina Central Eagles football team represents North Carolina Central University at the 2016 NCAA Division I FCS football season .,0
"Weslandia is a Newbery Medal winner of the children 's book , Kevin Hawkes , with illustrations by Paul Fleischman .","Weslandia is a newbery medal winner for children , Paul Fleischman , with illustrations by Kevin Hawkes .",0
The 1935 Chico State Wildcats football team represented Chico State College during the 1935 college football season .,The 1935 Chico State College Football team represents Chico State Wildcats during the College - Football - Season 1935 .,0
"For theories at the level of second-order arithmetic , the reverse mathematics program has much to say .",For theories at the level of reversal - arithmetic has much to say the second mathematics program .,0
He died in Ixelles ( Brussels ) on 15 August 1950 .,"He died in Brussels ( Ixelles ) on August 15 , 1950 .",1
"In 2015 , Richard Branson offered Stephen Hawking a seat free of charge on the Virgin Galactic spaceship .","In 2015 , Stephen Hawking offered Richard Branson a seat free of charge on the Virgin Galactic spaceship .",0
"There were others who did as I thought , but we could not speak .","There were others who did , I thought , but we could not speak .",1
"The Universal Press Syndicate , a subsidiary of Andrews McMeel Universal , was an independent press syndicate .","Andrews McMeel Universal , a subsidiary of Universal Press Syndicate , was an independent press syndicate .",0
It was found in Sindh from northern India to Kanara and Madhya Pradesh and from Kangra to Kumaon .,It is found in India from northern Kanara to Sindh and Madhya Pradesh and from to Kangra to Kumaon .,0
A pneumatic control valve actuator converts energy ( typically in the form of compressed air ) into mechanical motion .,A mechanical control valve drive converts energy ( typically in the form of compressed air ) into a pneumatic motion .,0
Swarthmore is represented at the General Assembly of Pennsylvania as the PA 161st Legislative District and the PA 26th Senate District .,Swarthmore is represented in the Pennsylvania General Assembly as the PA 161st Legislative District and the PA 26th Senate District .,1
The song was written by Melanie C and had already been admitted by Bryan Adams in 1999 .,The song was written by Bryan Adams and was already recorded in 1999 by Melanie C .,0
"The longer-lived heavy isotopes of bohrium , produced as the daughters of heavier elements , offer advantages for future radiochemical experiments .","The longer-lived heavy isotopes of Bohrium , produced as daughters of heavier elements , offer advantages for future radiochemical experiments .",1
"This time , however , they were found in Bolivia a long way from the earlier discoveries of P. unicornis in Peru .",However this time they were found in Bolivia a long way from the previous `` P. unicornis '' discoveries in Peru .,1
The Chapel and Hall were both also designed by William Gibbs and were fully funded by Butterfield .,The chapel and the room were both fully funded by William Gibbs and were also designed by Butterfield .,0
Discretization is also related to granular mathematics and is an important component of discrete data processing .,Discretization is also linked to discrete mathematics and is an important component of granular computing .,0
It is located in Guntur mandal of Mangalagiri revenue division .,It is located in Mangalagiri Mandal of the Guntur Revenue Division .,0
Her husband went to England and died in 1804 in Europe .,Her husband continued to England and died in Europe in 1804 .,1
Alicia has three sons with Alberto Cortina :,Together with Alicia Alberto Cortina has three sons .,0
"Guerin joined Bishop Charles on September 22 , 1904 and returned to Béni Abbès on 24 January , 1905 .",On 22 September 1904 he joined Bishop Charles and returned to Béni Abbès on 24 January 1905 .,1
"Digby County of Nova Scotia , is a Canadian island in Long Island .","Long Island is a Canadian island of Digby County , Nova Scotia .",0
It is developed by Beautiful Glitch and published by Those Awesome Guys .,It is developed by Beautiful Glitch and is published by those Awesome Guys .,1
"On 2 February 2009 , the Brazilian striker terminated his contract with Sochaux in agreement with the French team .","On 2 February , 2009 , the French striker has terminated his contract with Sochaux in agreement with the Brazilian team .",0
The minimum temperature is 33 ° Celsius and maximum temperature is 12 ° Celsius .,The maximum temperature is 33 ° Celsius and the minimum temperature is 12 ° Celsius .,0
The 1927 Colgate football team represented Colgate University at the College - Football - Season 1927 .,The 1927 Colgate University football team represented Colgate in the 1927 college football season .,0
"The team was a sister organization of the men 's USL Premier Development League team , which plays in the Los Angeles Legends .","The team was a sister organization of the USL Premier Development League team , which plays in the Los Angeles legends .",1
St. James ' ; Parish Church is a member of the Culworth Benefit with Sulgrave and Thorpe Mandeville and Chipping Warden with Edgcote and Moreton Pinkney .,Parish St. James is a member of the Benefice of Culworth with Chipping Warden and Thorpe Mandeville and Sulgrave with Edgcote and Moreton Pinkney .,0
"On 11th October 2012 , José Francisco Blake Mora inaugurated a boulevard in Tijuana , Baja California , called `` Felipe Calderón '' .","On 11 October 2012 , Felipe Calderón opened a boulevard in Tijuana , Baja California , called the José Francisco Blake Mora `` .",0
"Betty , the secretary at McMann and Tate , was played by various actresses , including Jill Foster ( ten appearances ) and Marcia Wallace .","The secretary at McMann and Tate was played by various actresses , including Marcia Wallace ( ten appearances ) and Jill Foster .",0
"During the American Revolution , the northern part of Hempstead was primarily Tory , while the southern part , settled by Yankees , supported the revolution .","During the American Revolution the southern part of Hempstead was primarily Tory , while the northern part , having been settled by Yankees , supported the revolution .",0
"Ulrika Liljegren , Sofia , married , surname `` Uttini '' , ( 1765 -- December 6 , 1795 ) , was a Swedish - Finnish soprano .","Sofia Ulrika Liljegren , married surname `` Uttini '' , ( 1765 -- December 6 , 1795 ) , was a Swedish-Finnish soprano .",1
"Margarita Isabel Morales y González ( born Margarita Isabel , July 25 , 1941 -- April 9 , 2017 ) was a Mexican Ariel Award - winner , actress , film and television actress .",Margarita Isabel ( born Margarita Isabel Morales y González ; 25 July 1941 -- 9 April 2017 ) was a Mexican Ariel Award-winning film and television actress .,1
"Gérard Depardieu was born to a wealthy Parisian family and married on February 19 , 1970 with Élisabeth Dominique Lucie Guignot .",Élisabeth Dominique Lucie Guignot was born to a well-off Parisian family and married Gérard Depardieu on 19 February 1970 .,0
"Needs are also developed according to the existential categories of being , having , doing and interacting , and from these dimensions a 36 - cells - matrix is defined .","Needs are also defined according to the existential categories of being , having , doing and interacting , and from these dimensions , a 36 cell matrix is developed",0
"Sara Varga Madeleine Jonsson ( born 14 April 1982 ) , known professionally as Sara Varga , is a Swedish vispop singer , songwriter , author , and DJ .","Sara Varga Sara Varga Madeleine Jonsson ( born April 14 , 1982 ) , professionally known as Sara Varga , is a Swedish Vispop singer , songwriter , author and DJ .",1
He also gained popularity by replacing Adam Rodriguez with `` and Archie Kao on '' .,"He gained popularity also by replacing Adam Rodriguez on `` , and Archie Kao on `` .",1
"Puran Singh was born in Delhi , India to Mr. Ravi Singh and Smt .","Puran Singh was born in Delhi , India , to Mr. Ravi Singh and to Smt .",1
